Company,Rating,Reviews,Service_Type,Headquarters
Felix Hospital,3.2,122,Healthcare,Noida
Stridely Solutions,2.8,122,IT Services & Consulting,Ahmedabad
Drip Capital,3.4,122,FinTech,Mumbai
Entra Solutions,3.3,122,Financial Services,Gurugram
Paladion Networks,3.7,122,Hardware & Networking,Bengaluru
BACS HITECH ENGINEERING,3.1,122,Engineering & Construction,Bhilai Nagar
Kyocera Document Solutions India,3.5,122,Printing & Publishing,Gurugram
CNK & Associates,3.2,122,Accounting & Auditing,Mumbai
Gadre Marine Export,3.7,122,Food Processing,Ratnagiri
MSG Global Solutions,3.9,122,IT Services & Consulting,Bengaluru
TRACKS AND TOWERS INFRATECH,3.7,122,Engineering & Construction,Hyderabad
Local Company,4.0,122,Real Estate,New Delhi
NGRT Systems Private Limited,3.6,122,Retail,Nagpur
Artson Engineering,4.0,122,Engineering & Construction,Hyderabad
Union Mutual Fund,3.4,123,Financial Services,Mumbai
Accentuate IT Solutions,3.9,122,IT Services & Consulting,Bengaluru
MNR Solutions,4.1,122,Recruitment,Noida
Netxcell,3.4,122,Telecom,Hyderabad
Customer Analytics,4.1,122,IT Services & Consulting,Chennai
Migsun Group,3.2,122,Real Estate,Ghaziabad
SPS Hospitals,3.9,122,Healthcare,Ludhiana
PNG Jewellers,4.4,124,Jewellery,Pune
Biomatrix Healthcare,3.6,122,Ahmedabad +7 other locations,
NASSCOM,3.4,123,IT Services & Consulting,Noida
Petron Engineering Construction,4.4,122,Engineering & Construction,Mumbai
Avantel,3.7,122,Hardware & Networking,Visakhapatnam
Steelcase Asia Pacific Holdings India,3.6,122,Furniture & Furnishing,Pune
Bridgenext,3.4,122,IT Services & Consulting,Pune
Oxane Partners,3.3,122,Financial Services,Gurugram
Kaplan,4.0,122,EdTech,Bengaluru
ITDOSE INFOSYSTEMS,3.2,122,IT Services & Consulting,Noida
Mendine Pharmaceuticals,4.5,122,Pharma,Kolkata
bluCognition,3.2,122,IT Services & Consulting,Pune
Absolutelabs,4.3,122,IT Services & Consulting,Hyderabad
Auxilo Finserve,3.8,122,NBFC,Mumbai
Felix Generics,3.9,123,Pharma,Indore
Belden,3.4,122,Industrial Machinery,Pune
Total IT Global,3.7,122,IT Services & Consulting,New Delhi
ACPL Systems,3.4,122,Law Enforcement & Security,Gurugram
Shore Infotech India,2.9,122,IT Services & Consulting,Hyderabad
Vianaar Homes,4.0,122,Real Estate,New Delhi
Nirmaan Organization,3.7,122,Financial Services,Hyderabad
R M Chemicals,3.5,122,FMCG,Baddi
Oriental Rubber Industries,3.0,122,Petrochemicals,Pune
Wizertech Informatics,4.3,121,IT Services & Consulting,Kolkata
Polmon Instruments,3.6,121,Industrial Automation,Hyderabad
Orient Fashions,4.0,121,Fashion & Textile,New Delhi
Jagannath Gupta Institute of Medical Sciences & Hospital,3.5,121,Healthcare,Kolkata
Government Polytechnic College,3.9,121,Education & Training,Bengaluru
iLabz Technology,3.2,121,Recruitment,Bengaluru
Maaden Phosphate Company,4.3,121,Metals & Mining,Chennai
Vectone Mobile,1.7,121,Telecom,Chennai
Keltron,4.2,121,Electronics Manufacturing,Thiruvananthapuram
Suhail Bahwan Automobiles,4.0,121,Auto Components,Muscat
Smpp,3.5,121,Defence & Aerospace,New Delhi
Haridwar University,4.4,121,Education & Training,Roorkee
Mani Group,3.6,121,Real Estate,Kolkata
SKDRDP,4.3,121,Non-Profit,Bengaluru
AJ Hospital and Research Centre,3.7,122,Healthcare,Mangaluru
Glance,3.3,121,Internet,Bengaluru
Scorg International,3.3,122,Recruitment,Bengaluru
Dexian DISYS,3.3,122,IT Services & Consulting,Chennai
BramhaCorp,3.6,121,Real Estate,Pune
Integral University,3.5,121,Education & Training,Lucknow
AFour Technologies,3.4,121,IT Services & Consulting,Pune
Sandip University,3.1,121,Education & Training,Nashik
Morarjee Textiles,3.8,121,Fashion & Textile,Nagpur
Prodocs Solutions,3.4,121,Legal,Mumbai
BetterPlace Select,4.2,121,Recruitment,Bengaluru
Ethara AI,3.3,121,Gurugram +6 other locations,
Finulent Solutions,4.1,121,Power,Mumbai
RD Public School,3.9,121,Education & Training,Betul
Neural IT,3.3,122,Financial Services,Mumbai
MyCar,4.0,121,Automobile,Pune
IBCC Industries,4.0,121,Ahmedabad +13 other locations,
Media NV,4.5,121,Ahmedabad,
DentalKart,2.9,121,Internet,New Delhi
HWASHIN Automotive,3.8,121,Auto Components,Chennai
EasyBuy Lifestyle,3.9,121,Retail,Bengaluru
Reliable Spaces,2.7,121,Real Estate,Mumbai
IndiQube,4.1,121,Real Estate,Bengaluru
Texport Syndicate India,3.8,121,Fashion & Textile,Bengaluru
Gandhar Oil Refinery India,3.2,121,Oil & Gas,Mumbai
Skanray Technologies,2.6,121,Medical Equipment,Mysuru
Hindustan Copper,4.0,121,Metals & Mining,Kolkata
Indiana Gratings,3.4,121,Import & Export,Pune
Travclan Technology India,3.5,121,Travel & Tourism,New Delhi
Shreeja Mahila Milk Producer Company,4.3,121,Food Processing,Tirupati
IBN Technologies,3.6,121,Financial Services,Pune
Chumbak Design,3.5,121,Retail,Bengaluru
Uttam Sugar Mills,3.8,121,Food Processing,Roorkee
ABB GISL,3.9,121,Electrical Equipment,Bengaluru
Accuster Technologies,2.2,121,Healthcare,New Delhi
ADNH Compass,4.3,120,Hospitality,Abu Dhabi
Futuretech Factory One,4.5,121,IT Services & Consulting,Pune
Artifint Technologies,4.4,120,Hyderabad +16 other locations,
Upland Software,4.7,120,Software Product,Bengaluru
Gandour India Food Processing,4.2,120,Food Processing,Hyderabad
Bankedge,4.0,120,Education & Training,Mumbai
Rolex Rings,3.7,120,Industrial Machinery,Rajkot
Guru Amardass International,3.5,120,Electronics Manufacturing,Noida
Centric Consulting,3.5,120,IT Services & Consulting,Gurugram
Cigna,3.3,120,Internet,Bengaluru
Nilkamal Homes,3.8,120,Mumbai +36 other locations,
Vistaprint,3.4,120,Internet,Mumbai
The Web Plant,2.7,120,IT Services & Consulting,New Delhi
EMDAD LLC,4.3,120,Oil & Gas,Mumbai
TEXILA AMERICAN UNIVERSITY,3.9,120,Education & Training,Coimbatore
SAAB ENGINEERING,3.9,120,Auto Components,Bengaluru
Reliance Broadcast Network,3.3,120,Broadcasting,Mumbai
Detroit Engineered Products,3.3,120,Software Product,Chennai
Sarens Heavy Lift India,3.7,120,Industrial Machinery,New Delhi
Derewala Jewellery Industries,3.5,120,Jewellery,Jaipur
Constantia Flexibles,4.0,120,Packaging,Ahmedabad
Wealth Clinic,3.1,120,Real Estate,Noida
Acsia Technologies,3.0,120,Automobile,Thiruvananthapuram
Techwise Digital,4.7,121,IT Services & Consulting,Bengaluru
Epicu Agro Products,3.1,120,Food Processing,Ambala
Anna University,4.1,121,Education & Training,Chennai
Mobikasa,3.8,121,IT Services & Consulting,New Delhi
Bernhard Schulte Shipmanagement,4.1,120,Ports & Shipping,Mumbai
CoreEL Technologies,3.8,120,Electronics Manufacturing,Bengaluru
Josh Software,3.0,120,IT Services & Consulting,Pune
SEPC Limited,4.3,120,Oil & Gas,Chennai
Rij Engineering,4.1,121,Auto Components,Pune
Appventurez,2.8,120,IT Services & Consulting,Noida
Sterling E-Mobility Solutions,3.7,122,Auto Components,Faridabad
Credit Information Bureau,3.5,120,Mumbai +7 other locations,
BYD India,3.1,120,Automobile,Chennai
Nova Techset,3.3,120,Printing & Publishing,Chennai
Amco Batteries,4.3,120,Auto Components,Chennai
KSB Tech,3.4,120,Industrial Machinery,Pune
Pinnacle Life Science,3.5,120,Baddi +7 other locations,
ADA Tech Solutions Private Limited,3.6,120,BPO,Pune
Lyka Labs,3.7,120,Pharma,Ankleshwar
M.P. State Electronics Development Corporation,3.7,120,Bhopal +9 other locations,
ProProfs,4.0,120,Software Product,Noida
Sentini,3.5,120,Vijayawada +16 other locations,
Expound Technivo,4.2,120,IT Services & Consulting,Mumbai
Ahlcon Parenterals,4.6,120,Pharma,Bhiwadi
Dubai Electricity & Water Authority (DEWA),3.4,120,Power,Dubai
ERD Technologies,3.5,120,Electronics Manufacturing,Noida
Jeeva Organic,3.6,120,Pharma,Bhubaneswar
Spack Automotives,3.3,120,Greater Noida +11 other locations,
POLARISGRIDS PRIVATE LIMITED,3.6,120,Power,Jaipur
Parekh Group,3.6,120,Logistics,Mumbai
SHREE GANESH CORPORATION,4.2,130,Engineering & Construction,Surat
Rajasthan Antibiotics,3.6,120,Pharma,Bhiwadi
Lansum Properties,3.9,120,Real Estate,Hyderabad
Accordion (India),2.7,120,Management Consulting,Hyderabad
Highly Electrical Appliances India,3.5,120,Electrical Equipment,Ahmedabad
Acme Services,4.3,120,Recruitment,Mumbai
Indian Institute of Commerce Lakshya,4.1,120,Education & Training,Bengaluru
CliniSys Group,3.2,120,IT Services & Consulting,Bengaluru
BPL,4.2,120,Consumer Electronics & Appliances,Bengaluru
AL JABER GROUP,3.2,120,Engineering & Construction,Abu Dhabi
Netradyne Technology,3.1,120,Software Product,Bengaluru
Jamkash Vehicleades,3.3,120,Automobile,Jammu
Nagravision,3.5,120,IT Services & Consulting,Bengaluru
Ingenuity Gaming,2.8,120,Food Processing,Noida
Paradigm IT,3.3,120,IT Services & Consulting,Hyderabad
Brahmaputra Cracker and Polymer,4.2,120,Dibrugarh +18 other locations,
BARSYL,3.6,121,Railways,Hyderabad
SAIL Bokaro Steel Plant,4.0,120,Iron & Steel,Bokaro
Twin Health,3.1,120,Healthcare,Bengaluru
L&T SuFin,3.3,120,Internet,Mumbai
Hipad Technology India,4.0,119,Electronics Manufacturing,Noida
Bharat Intern,3.9,119,Hyderabad +23 other locations,
Creative Info-link,2.6,119,IT Services & Consulting,Pune
Vasu Chemicals,3.9,119,Waste Management,Mumbai
GOOD,4.4,119,Marketing & Advertising,Bengaluru
Govt of Karnataka,3.8,119,Government,Bengaluru
IMA-PG,3.6,119,Medical Equipment,Indore
Seven Seas Hotel,2.9,119,Hospitality,New Delhi
Abhyudaya Co-operative Bank,3.9,119,Banking,Mumbai
Rhydburg Pharmaceuticals,2.8,119,Pharma,Dehradun
T.R. Sawhney Motors,3.8,119,Automobile,New Delhi
TopSource,3.6,119,Other,Pune
Daloopa,3.3,119,Software Product,Noida
Vardhman Acrylics,3.6,119,Fashion & Textile,Bharuch
Veena world,3.7,119,Travel & Tourism,Mumbai
Kale Logistics Solutions,3.1,119,Software Product,Mumbai
inTarvo Technologies,4.4,119,BPO,Noida
Ramkrishna Care Hospital,3.6,119,Healthcare,Raipur
Eben Telecom,3.9,119,Telecom,Kochi
Maharashtra State Power Generation Company,4.3,119,Power,Nagpur
Namaste Credit,3.1,119,FinTech,Bengaluru
Hotel Sahara Star,3.5,119,Hospitality,Mumbai
Kcm Appliances,3.6,119,Consumer Electronics & Appliances,Bengaluru
Emeritus,3.3,119,Mumbai +4 other locations,
Simeio Solutions,3.8,119,IT Services & Consulting,Bengaluru
RED CHIEF,3.8,119,Retail,Kanpur
Edukyu,3.8,119,EdTech,Noida
Woxsen University,3.2,119,Hyderabad +6 other locations,
Masters Management Consultants,4.0,119,Real Estate,Mumbai
Yingjia Communication Private Limited,4.4,119,Telecom,Kolkata
Biomerieux,3.3,120,Biotechnology,New Delhi
KMK Ventures,4.1,119,Accounting & Auditing,Ahmedabad
DY Patil University,3.3,119,Education & Training,Pune
Digitas,3.6,119,Marketing & Advertising,Mumbai
Patanjali Parivahan,3.7,119,Logistics,Haridwar
Adarsh Group,4.5,120,Bengaluru +10 other locations,
AMR INDIA,4.2,119,Engineering & Construction,Hyderabad
JMD Group,3.9,119,Real Estate,Gurugram
Maithan Steel And Power,3.7,119,Building Material,Asansol
Mersen,3.7,119,Industrial Machinery,Bengaluru
Featherlite,3.4,119,Furniture & Furnishing,Bengaluru
Mindspace Outsourcing Services,3.6,119,Jaipur +1 other locations,
uCertify,3.7,119,EdTech,Noida
Affordable Robotic and Automation,2.8,119,IT Services & Consulting,Pune
India Ratings & Research,3.4,119,Financial Services,Mumbai
KLC CONSTRUCTION,3.8,119,Engineering & Construction,Hyderabad
ImpactQA,3.9,119,IT Services & Consulting,Noida
IND-SPHINX PRECISION,4.1,119,Industrial Machinery,Solan
Dentsu Global Services,3.4,120,Marketing & Advertising,Pune
PalTech,3.9,119,IT Services & Consulting,Hyderabad
Br.CAT International,3.7,119,Oil & Gas,Dammam
Ghodawat Consumer Products,3.4,119,FMCG,Kolhapur
Aayan Infotech,4.8,119,IT Services & Consulting,Lucknow
FiftyFive Technologies,4.2,119,IT Services & Consulting,Jaipur
Nissan Digital,3.5,119,IT Services & Consulting,Thiruvananthapuram
Ksk Energy Ventures,4.5,119,Oil & Gas,Hyderabad
Fotografik Enterprises,3.6,119,Media & Entertainment,Chandigarh
Honeywell Aerospace,3.5,119,Bengaluru +6 other locations,
Net Business Solutions,3.7,119,IT Services & Consulting,Mumbai
First Connect Health,4.5,119,Healthcare,Noida
Acme Industries,4.0,118,Guwahati +10 other locations,
ABK Imports,4.1,118,Import & Export,Pune
iXceed Solutions,4.0,118,Recruitment,Noida
Colorshine Coated,3.8,118,Iron & Steel,Gudur
Vinsys IT Services India Limited,2.9,118,Education & Training,Pune
SCOPE T&M,3.5,118,Import & Export,Pune
Durovalves India,3.3,118,Auto Components,Chhatrapati Sambhajinagar
Kalpa Electrikal,3.6,119,Electrical Equipment,Bengaluru
Grohe,4.2,118,Architecture & Interior Design,Gurugram
Gurit India,4.0,118,Internet,Chennai
Medsource Ozone Biomedicals,3.4,118,Pharma,Faridabad
Classic Legends,2.7,119,Pune +19 other locations,
R K Construction,4.1,118,Engineering & Construction,Jamshedpur
Career Point,3.8,118,Recruitment,Kota
Pickyourtrail,3.0,118,Travel & Tourism,Chennai
Chevron,3.5,118,Oil & Gas,Bengaluru
Adaequare,3.4,118,IT Services & Consulting,Hyderabad
iB Hubs,4.1,118,IT Services & Consulting,Kurnool
HP Global e-Business Operations,4.2,118,BPO,Bengaluru
NDTV Network,3.3,118,Broadcasting,New Delhi
Minfy Technologies,3.0,118,IT Services & Consulting,Hyderabad
Quadlabs Technologies,3.0,118,Software Product,Gurugram
Room to Read,3.6,118,Non-Profit,New Delhi
SKM Animal Feeds and Foods,3.3,118,Food Processing,Erode
Vaibhav Plasto Printing & Packaging,4.1,118,Packaging,Nagpur
Beetel Teletech,3.7,118,Telecom,Gurugram
Relinns Technologies,4.5,118,IT Services & Consulting,Sahibzada Ajit Singh Nagar
PaywithRING,4.1,118,FinTech,Mumbai
BAPS Shastriji Maharaj Hospital,4.4,118,Healthcare,Vadodara
Assurance Intl Limited,2.9,118,Auto Components,Gurugram
Velan Info Services,3.4,118,IT Services & Consulting,Coimbatore
Velvex,3.8,118,Pune +33 other locations,
Public Works Department Rajasthan,4.3,119,Chennai +66 other locations,
Windals Precision,3.4,118,Auto Components,Pune
anovIP,3.3,118,Legal,New Delhi
Shreeyam Power And Steel Industries,4.0,119,Iron & Steel,Gandhidham
RETAIL HUB SOLUTIONS,4.3,118,Retail,Mumbai
Vendasta Technology (India) Private Limited,3.8,118,Software Product,Chennai
Seeh Al Sarya Engineering,3.6,118,Oil & Gas,Muscat
Agilisium,3.1,118,IT Services & Consulting,Chennai
Faze Three,3.5,118,Fashion & Textile,Dadra
24seven,4.5,118,Retail,New Delhi
PVR PROJECTS,3.7,119,Engineering & Construction,Hyderabad
Richi Circuitronix,3.5,118,Electronics Manufacturing,Gurugram
Golcha Associated Group,3.8,118,Metals & Mining,Udaipur
Pixis,3.7,118,Internet,Bengaluru
MAMTA Health Institute for Mother and child,4.2,118,Healthcare,New Delhi
VProtect,3.1,118,Gurugram +9 other locations,
Advanz Pharma,4.1,118,Pharma,Mumbai
Mondee,3.3,118,Internet,Hyderabad
Sofitel Luxury Hotel,4.1,118,Hospitality,Mumbai
Trend Technologies,3.9,118,Pune +2 other locations,
Pratian Technologies,2.4,118,IT Services & Consulting,Bengaluru
21K School,3.4,118,EdTech,Bengaluru
U K Paints,3.0,118,Building Material,New Delhi
Craft Silicon,3.1,118,IT Services & Consulting,Bengaluru
Six Sails Technologies,4.1,118,IT Services & Consulting,New Delhi
Cinntra Info Tech Solutions,3.4,118,IT Services & Consulting,Noida
Quampetence Business Solutions,3.0,118,BPO,Gurugram
Hemmersbach,3.1,118,IT Services & Consulting,Bengaluru
Resmed,4.2,118,Medical Equipment,Bengaluru
Apollo Global Management,3.1,118,Banking,Mumbai
Saviynt,3.1,118,Software Product,Bengaluru
Bnk Power Solution,3.7,119,Power,Nagpur
Khosla Profil Private Limited,3.4,118,Fashion & Textile,Mumbai
Senrysa Technologies,4.3,118,IT Services & Consulting,Kolkata
Indication Instruments,3.9,118,Auto Components,Faridabad
PG Technoplast,3.8,118,Pune +9 other locations,
Runwal Realty,3.6,118,Real Estate,Mumbai
Forever 21,3.8,117,Fashion & Textile,New Delhi
Trimed Solutions India,3.6,117,Medical Equipment,Hyderabad
Dream India Schools,3.6,117,Education & Training,Lucknow
Infomerica,3.3,118,IT Services & Consulting,Hyderabad
Nureca Limited,4.1,117,Medical Equipment,Chandigarh
GlowTouch,2.8,117,Mangaluru +5 other locations,
Gram Tarang Employability Training Services,3.7,117,Recruitment,Bhubaneswar
Oswal Woollen Mills,4.1,117,Fashion & Textile,Ludhiana
Railrestro.com,4.4,117,Internet,Patna
Encore Healthcare,3.7,117,Pharma,Chhatrapati Sambhajinagar
Tecosim Engineering Services,3.3,117,Industrial Machinery,Bengaluru
Integer Telecom Services,2.9,119,Noida +6 other locations,
Melento,3.7,117,Bengaluru +1 other locations,
Tulip Infratech,3.6,117,Real Estate,Gurugram
Oxigen Services,4.4,117,FinTech,Gurugram
SunSource Energy,4.4,118,Power,Noida
Telecomone Teleservices,4.0,117,Telecom,Bengaluru
Soffit Infrastructure Services,3.7,118,Real Estate,Kochi
Go-Jek,3.7,117,Financial Services,Bengaluru
ATS Group,4.1,117,Engineering & Construction,Pune
Vishnu Prakash R Pungaliya Construction,2.7,117,Engineering & Construction,Jodhpur
Galaxy Toyota,3.3,117,Automobile,New Delhi
TEJRAJ PROMOTERS & BUILDERS,4.3,117,Real Estate,Pune
K & J Project,2.9,117,Engineering & Construction,Nagpur
Lark Laboratories (I),3.0,117,Pharma,Bhiwadi
Bajaj Allianz Staffing Solutions,3.8,117,Recruitment,Pune
Stallion Laboratories,3.2,117,Pharma,Ahmedabad
IT Convergence,3.3,117,IT Services & Consulting,Hyderabad
Lexmark International,3.9,117,IT Services & Consulting,Kolkata
Jamshedpur Continuous Annealing and Processing Company,3.3,117,Metals & Mining,Jamshedpur
EB1A Experts,4.4,118,Hyderabad +1 other locations,
Paloma Turning,4.1,117,Industrial Machinery,Bengaluru
Minda Silca Engineering,3.8,117,Industrial Automation,Greater Noida
Choksi Laboratories,2.9,117,Pharma,Indore
Gimatex Industries,3.4,117,Fashion & Textile,Nagpur
Velox Solutions,4.1,117,Emerging Technologies,Navi Mumbai
Breach Candy Hospital Trust,4.3,117,Healthcare,Mumbai
Presto Stantest,4.0,116,Industrial Machinery,Faridabad
Winsome Textile Industries,3.3,117,Fashion & Textile,Baddi
ADG Online Solutions,2.3,117,New Delhi +6 other locations,
Central Electronics,3.7,117,Government,Ghaziabad
Shindengen,3.7,117,Semiconductors,Bengaluru
Voltas Beko Home Appliances,3.6,117,Ahmedabad +14 other locations,
Chemist Box Private Limited,3.9,117,Patna +5 other locations,
RNS Motors,3.3,118,Automobile,Bengaluru
Graphic Era Institute of Medical Sciences,3.6,117,Dehradun +5 other locations,
Driver Logistics,4.1,117,Logistics,Bengaluru
Teaching at home,4.4,117,Design,New Delhi
Uralungal Labour Contract Cooperative Society,3.4,117,Kozhikode +11 other locations,
Indorama Ventures Global Shared Services,3.2,117,Chemicals,Kolkata
Bhagyalaxmi Rolling mill,3.6,117,Iron & Steel,Jalna
India Kawasaki Motors Pvt. Ltd.,3.5,117,Automobile,Pune
MSL Group,3.4,117,Education & Training,New Delhi
Mobily Infotech,3.1,117,Telecom,Bengaluru
ACCE GLOBAL SOFTWARE,3.8,117,Software Product,Kolkata
Jaycee Punching Solution,4.1,117,Electronics Manufacturing,Faridabad
Svamaan Financial Services,3.4,117,Financial Services,Mumbai
Tupperware,3.5,117,Retail,Dehradun
Markem Imaje,3.7,117,Industrial Automation,Bhiwadi
Raja Software Labs,3.1,117,IT Services & Consulting,Pune
Vasu Healthcare,4.1,117,Healthcare,Vadodara
Shiv Enterprises,3.8,117,Recruitment,New Delhi
Gvr Technolabs,3.8,117,Engineering & Construction,Bengaluru
Bryka Electrosystems & Software,3.1,117,Semiconductors,Mumbai
Emerald Haven Realty,3.8,117,Real Estate,Chennai
Pragati Infra Solutions,3.9,117,Real Estate,Gurugram
Shubham Goldiee Masale,4.2,117,Food Processing,Kanpur
Success Pact Consulting,3.9,117,Recruitment,Noida
SDG Software,3.8,117,IT Services & Consulting,Noida
Waah Jobs,4.3,117,Internet,Mumbai
National Dairy Development Board,3.9,117,Food Processing,Anand
Omni Net Technologies,4.0,117,IT Services & Consulting,Lucknow
Gujarat Insecticides,4.0,117,Biotechnology,Ankleshwar
Xitadel CAE Technologies,3.4,117,Analytics & KPO,Bengaluru
VALEUR FABTEX,3.3,117,Education & Training,New Delhi
ANS Commerce,3.5,117,Internet,Gurugram
CISB,3.5,117,Law Enforcement & Security,Mumbai
Concept Pharmaceuticals,3.1,117,Pharma,Mumbai
Axis Risk Consulting Services,3.4,117,Gurugram +13 other locations,
Nkgsb CO-OP Bank,4.2,117,Banking,Mumbai
